key,name,smiles,mpC,csid,link,source,count,min,max,range
4898,"4-chloro-3,5-dinitrobenzonitrile",c1c(cc(c(c1[N+](=O)[O-])Cl)[N+](=O)[O-])C#N,141,15209,http://www.alfa.com/en/GP100W.pgm?DSSTK=L03413,Alfa Aesar,2,140.75,141,0.25
6357,allylcyclopentane,C=CCC1CCCC1,-111,69505,http://www.alfa.com/en/GP100W.pgm?DSSTK=B20228,Alfa Aesar,2,-111,-110.7,0.3
13307,4-methyl-trans-2-hexene,CC=CC(C)CC,-126,4512638,http://www.amazon.com/dp/B002IYRJWI,American Petroleum Institute. Research Project 44; Selected Values of Properties of Hydrocarbons and Related Compounds. Texas A & M University; College Station; TX; 1973.,2,-126,-125.7,0.3
15889,Mesitylene,Cc1cc(C)cc(C)c1,-45,7659,http://msds.chem.ox.ac.uk/,academic website,4,-45,-44.7,0.3
6587,bromotrichloromethane,C(Cl)(Cl)(Cl)Br,-6,6143,http://www.alfa.com/en/GP100W.pgm?DSSTK=A10824,Alfa Aesar,2,-6,-5.7,0.3
14630,o-chloroiodobenzene,Ic1ccccc1Cl,1,21171406,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,0.7,1,0.3
148,1-iododecane,CCCCCCCCCCI,-16,15480,http://www.alfa.com/en/GP100W.pgm?DSSTK=A16173,Alfa Aesar,3,-16.3,-16,0.3
15611,Benzonitrile,N#Cc1ccccc1,-13,7224,http://msds.chem.ox.ac.uk/,academic website,4,-13,-12.7,0.3
13298,"cis-1,3-dimethylcyclopentane",C[C@@H]1CC[C@H](C)C1,-134,16396,http://www.amazon.com/dp/B002IYRJWI,American Petroleum Institute. Research Project 44; Selected Values of Properties of Hydrocarbons and Related Compounds. Texas A & M University; College Station; TX; 1973.,2,-134,-133.7,0.3
13299,"2,3-dimethyl-1-pentene",C=C(C)C(C)CC,-134,17800,http://www.amazon.com/dp/B002IYRJWI,American Petroleum Institute. Research Project 44; Selected Values of Properties of Hydrocarbons and Related Compounds. Texas A & M University; College Station; TX; 1973.,2,-134.3,-134,0.3
1309,"2,3-dimethyl-1-butene",CC(C)C(=C)C,-157,10775,http://www.alfa.com/en/GP100W.pgm?DSSTK=L05675,Alfa Aesar,3,-157.3,-157,0.3
13677,2-octanol,CC(O)CCCCCC,-32,18920,http://www.amazon.com/dp/B002IYRJWI,American Petroleum Institute. Research Project 44; Selected Values of Properties of Hydrocarbons and Related Compounds. Texas A & M University; College Station; TX; 1973.,2,-32,-31.6,0.4
13452,"1,1,2-trimethylcyclopentane",CC1CCCC1(C)C,-22,32553,http://www.amazon.com/dp/B002IYRJWI,American Petroleum Institute. Research Project 44; Selected Values of Properties of Hydrocarbons and Related Compounds. Texas A & M University; College Station; TX; 1973.,2,-22,-21.6,0.4
15630,Bromobenzene,Brc1ccccc1,-31,7673,http://msds.chem.ox.ac.uk/,academic website,4,-31,-30.6,0.4
15567,Acetic acid,CC(=O)O,16.7,171,http://msds.chem.ox.ac.uk/,academic website,5,16.6,17,0.4
8231,pentafluorobenzonitrile,C(#N)c1c(c(c(c(c1F)F)F)F)F,2,63077,http://www.alfa.com/en/GP100W.pgm?DSSTK=A13575,Alfa Aesar,2,2,2.4,0.4
6859,diethylene glycol,C(COCCO)O,-10,13835180,http://www.alfa.com/en/GP100W.pgm?DSSTK=A14728,Alfa Aesar,2,-10.4,-10,0.4
13331,3-ethylpentane,CCC(CC)CC,-119,11551,http://www.amazon.com/dp/B002IYRJWI,American Petroleum Institute. Research Project 44; Selected Values of Properties of Hydrocarbons and Related Compounds. Texas A & M University; College Station; TX; 1973.,2,-119,-118.6,0.4
13423,"1,1,3-trimethylcyclopentane",CC1CCC(C)(C)C1,-142,19413,http://www.amazon.com/dp/B002IYRJWI,American Petroleum Institute. Research Project 44; Selected Values of Properties of Hydrocarbons and Related Compounds. Texas A & M University; College Station; TX; 1973.,2,-142.4,-142,0.4
13284,"1,2-dimethylcyclopentene",CC=1CCCC=1C,-90,63026,http://www.amazon.com/dp/B002IYRJWI,American Petroleum Institute. Research Project 44; Selected Values of Properties of Hydrocarbons and Related Compounds. Texas A & M University; College Station; TX; 1973.,2,-90.4,-90,0.4
13706,2-bromo-1-butene,BrC(=C)CC,-133,81237,http://www.questia.com/library/book/physical_properties_of_chemical_compounds_by_robert_rickert_dreisbach.jsp,Dreisbach R. R. Physical Properties of Chemical Compounds; Vol. III; American Chemical Society; Washington; 1961.,2,-133.4,-133,0.4
279,1-bromobutane,CCCCBr,-112,7711,http://www.alfa.com/en/GP100W.pgm?DSSTK=A10696,Alfa Aesar,3,-112.4,-112,0.4
2684,2-hexyne,CCCC#CC,-90,31016,http://www.alfa.com/en/GP100W.pgm?DSSTK=B22405,Alfa Aesar,3,-90,-89.6,0.4
15797,Ethyl acetate,CC(=O)OCC,-84,8525,http://msds.chem.ox.ac.uk/,academic website,4,-84,-83.6,0.4
15831,Heptane,CCCCCCC,-91,8560,http://msds.chem.ox.ac.uk/,academic website,5,-91,-90.59,0.41
7389,isoquinoline,c1ccc2cnccc2c1,26,8098,http://www.alfa.com/en/GP100W.pgm?DSSTK=B21279,Alfa Aesar,2,26,26.47,0.47
7332,indole-3-propionic acid,c1ccc2c(c1)c(c[nH]2)CCC(=O)O,134,3613,http://www.alfa.com/en/GP100W.pgm?DSSTK=L04877,Alfa Aesar,2,134,134.5,0.5
3495,"3,5-dimethyl-1h-pyrazole",Cc1cc(n[nH]1)C,107,5975,http://www.alfa.com/en/GP100W.pgm?DSSTK=A10157,Alfa Aesar,2,107,107.5,0.5
6167,6-methylcoumarin,Cc1ccc2c(c1)ccc(=O)o2,76,6825,http://www.alfa.com/en/GP100W.pgm?DSSTK=A19382,Alfa Aesar,2,76,76.5,0.5
6453,benzoic anhydride,c1ccc(cc1)C(=O)OC(=O)c2ccccc2,42,6899,http://www.alfa.com/en/GP100W.pgm?DSSTK=A14269,Alfa Aesar,2,42,42.5,0.5
1812,"2,6-dimethyl-4-heptanone",CC(C)CC(=O)CC(C)C,-42,7670,http://www.alfa.com/en/GP100W.pgm?DSSTK=L16015,Alfa Aesar,2,-42,-41.5,0.5
2494,2-chloropyridine,c1ccnc(c1)Cl,-46,7689,http://www.alfa.com/en/GP100W.pgm?DSSTK=A14866,Alfa Aesar,2,-46.5,-46,0.5
695,"1,2-bis(2-chloroethoxy)ethane",C(COCCCl)OCCCl,-32,7879,http://www.alfa.com/en/GP100W.pgm?DSSTK=B22884,Alfa Aesar,2,-32,-31.5,0.5
1112,"2,2'-biquinoline",c1ccc2c(c1)ccc(n2)c3ccc4ccccc4n3,195,8105,http://www.alfa.com/en/GP100W.pgm?DSSTK=A10907,Alfa Aesar,2,194.5,195,0.5
3884,3-ethoxy-4-hydroxybenzaldehyde,CCOc1cc(ccc1O)C=O,77,8154,http://www.alfa.com/en/GP100W.pgm?DSSTK=A19478,Alfa Aesar,2,77,77.5,0.5
16044,Oxanthrene,c1ccc2Oc3ccccc3Oc2c1,122.5,8861,http://msds.chem.ox.ac.uk/,academic website,2,122,122.5,0.5
6547,bis(4-fluoro-3-nitrophenyl) sulfone,c1cc(c(cc1S(=O)(=O)c2ccc(c(c2)[N+](=O)[O-])F)[N+](=O)[O-])F,194,9028,http://www.alfa.com/en/GP100W.pgm?DSSTK=L16742,Alfa Aesar,2,193.5,194,0.5
7279,heptafluorobutyric acid,C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,-18,9394,http://www.alfa.com/en/GP100W.pgm?DSSTK=A14907,Alfa Aesar,2,-18,-17.5,0.5
3184,3-(trifluoromethyl)benzoic acid,c1cc(cc(c1)C(F)(F)F)C(=O)O,105,9569,http://www.alfa.com/en/GP100W.pgm?DSSTK=A16737,Alfa Aesar,2,105,105.5,0.5
1510,"2,4-dihydroxypteridine",c1cnc2c(n1)c(=O)[nH]c(=O)[nH]2,348,9832,http://www.alfa.com/en/GP100W.pgm?DSSTK=L06732,Alfa Aesar,2,348,348.5,0.5
7330,indole-3-carboxaldehyde,c1ccc2c(c1)c(c[nH]2)C=O,197,9838,http://www.alfa.com/en/GP100W.pgm?DSSTK=A15330,Alfa Aesar,2,196.5,197,0.5
3972,3-furoic acid,c1cocc1C(=O)O,122,9849,http://www.alfa.com/en/GP100W.pgm?DSSTK=L11629,Alfa Aesar,2,122,122.5,0.5
2050,2-aminopyridine,c1ccnc(c1)N,58,10008,http://www.alfa.com/en/GP100W.pgm?DSSTK=A12374,Alfa Aesar,2,57.5,58,0.5
14164,o-dinitrobenzene,O=[N+]([O-])c1ccccc1[N+]([O-])=O,118,10257,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,2,118,118.5,0.5
387,14-heptacosanone,CCCCCCCCCCCCCC(=O)CCCCCCCCCCCCC,78,10490,http://www.alfa.com/en/GP100W.pgm?DSSTK=B20191,Alfa Aesar,2,77.5,78,0.5
7062,ethyl 2-furoate,CCOC(=O)c1ccco1,34,11485,http://www.alfa.com/en/GP100W.pgm?DSSTK=A13909,Alfa Aesar,2,34,34.5,0.5
8336,p-tolyl isothiocyanate,Cc1ccc(cc1)N=C=S,25,11650,http://www.alfa.com/en/GP100W.pgm?DSSTK=A11499,Alfa Aesar,2,25,25.5,0.5
13240,ethyl_propyl_ether,CCOCCC,-127,11835,http://www.amazon.com/dp/B002IYRJWI,American Petroleum Institute. Research Project 44; Selected Values of Properties of Hydrocarbons and Related Compounds. Texas A & M University; College Station; TX; 1973.,2,-127.5,-127,0.5
14420,catechol diacetate,O=C(C)Oc1ccccc1OC(C)=O,64,11969,http://de.wikipedia.org/wiki/Beilsteins_Handbuch_der_Organischen_Chemie,Beilstein F. K.; Beilsteins Handbuch der Organischen Chemie. Springer; Berlin; 1972.,2,64,64.5,0.5
2734,2-hydroxybenzhydrazide,c1ccc(c(c1)C(=O)NN)O,148,13048,http://www.alfa.com/en/GP100W.pgm?DSSTK=A14218,Alfa Aesar,2,148,148.5,0.5
3019,2-phenoxypropionic acid,CC(C(=O)O)Oc1ccccc1,118,13069,http://www.alfa.com/en/GP100W.pgm?DSSTK=L04687,Alfa Aesar,2,117.5,118,0.5
3033,2-phenylindole,c1ccc(cc1)c2cc3ccccc3[nH]2,190,13105,http://www.alfa.com/en/GP100W.pgm?DSSTK=B23674,Alfa Aesar,2,190,190.5,0.5
2006,2-amino-5-methylpyridine,Cc1ccc(nc1)N,76,14609,http://www.alfa.com/en/GP100W.pgm?DSSTK=A13330,Alfa Aesar,2,76,76.5,0.5
3060,2-tert-butyl-4-methylphenol,Cc1ccc(c(c1)C(C)(C)C)O,52,16109,http://www.alfa.com/en/GP100W.pgm?DSSTK=B23545,Alfa Aesar,2,51.5,52,0.5
14137,4-butoxyphenol,Oc1ccc(OCCCC)cc1,65,28973,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,2,65,65.5,0.5
3186,3-(trifluoromethyl)benzophenone,c1ccc(cc1)C(=O)c2cccc(c2)C(F)(F)F,52,62965,http://www.alfa.com/en/GP100W.pgm?DSSTK=B20897,Alfa Aesar,2,52,52.5,0.5
8969,morphazinamide,O=C(NCN1CCOCC1)c2cnccn2,119,63555,http://dx.doi.org/10.1021/ci020280x,Bergstrom C. A. S.; Norinder U.; Luthman K.; Artursson P. Molecular Descriptors Influencing Melting Point and Their Role in Classification of Solid Drugs. J. Chem. Inf. Comput. Sci.; (Article); 2003; 43(4); 1177-1415,2,118.5,119,0.5
14814,(3-Chlorophenyl)acetonitrile,Clc1cc(CC#N)ccc1,11.5,66365,http://msds.chem.ox.ac.uk/,academic website,2,11.5,12,0.5
15151,"2,3-Diphenylquinoxaline",c1cccc2nc(c(nc12)c3ccccc3)c4ccccc4,126.5,66909,http://msds.chem.ox.ac.uk/,academic website,2,126,126.5,0.5
4580,4-amino-3-methylbenzoic acid,Cc1cc(ccc1N)C(=O)O,170,68122,http://www.alfa.com/en/GP100W.pgm?DSSTK=B24579,Alfa Aesar,2,169.5,170,0.5
8245,phenanthrene-9-carboxaldehyde,c1ccc2c(c1)cc(c3c2cccc3)C=O,102,70806,http://www.alfa.com/en/GP100W.pgm?DSSTK=B25648,Alfa Aesar,2,101.5,102,0.5
1453,"2,4-dichloro-6-methylpyrimidine",Cc1cc(nc(n1)Cl)Cl,46,71784,http://www.alfa.com/en/GP100W.pgm?DSSTK=A10363,Alfa Aesar,2,46,46.5,0.5
6034,5-undecanol,CCCCCCC(CCCC)O,-4,89117,http://www.alfa.com/en/GP100W.pgm?DSSTK=L04019,Alfa Aesar,2,-4,-3.5,0.5
13279,1-ethylcyclopentene,CCC1=CCCC1,-118,121113,http://www.amazon.com/dp/B002IYRJWI,American Petroleum Institute. Research Project 44; Selected Values of Properties of Hydrocarbons and Related Compounds. Texas A & M University; College Station; TX; 1973.,2,-118.5,-118,0.5
12592,3-METHYL-2-PHENYLINDOLE,N1=C2C=CC=CC2=C(C)C1c1ccccc1,91,226885,http://dx.doi.org/10.1021/ci0500132,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-4174,2,91,91.5,0.5
16110,Retinol,CC=1CCC[C@](C)(C)C=1/C=CC(C)=CC=CC(C)=CCO,63,393012,http://msds.chem.ox.ac.uk/,academic website,2,63,63.5,0.5
4150,3-nitrochalcone,c1ccc(cc1)C(=O)/C=C/c2cccc(c2)[N+](=O)[O-],146,4520653,http://www.alfa.com/en/GP100W.pgm?DSSTK=L01153,Alfa Aesar,2,145.5,146,0.5
393,10-undecenoic acid,C=CCCCCCCCCC(=O)O,24,10771160,http://www.alfa.com/en/GP100W.pgm?DSSTK=A19122,Alfa Aesar,2,24,24.5,0.5
2817,2-methoxy-4-methylphenol,Cc1ccc(c(c1)OC)O,6,21105936,http://www.alfa.com/en/GP100W.pgm?DSSTK=A13603,Alfa Aesar,2,5.5,6,0.5
14547,"1,2,3,4-tetrachlorobenzene",Clc1ccc(Cl)c(Cl)c1Cl,47,21106540,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,2,47,47.5,0.5
14347,1-bromo-4-ethylbenzene,CCc1ccc(Br)cc1,-43,21106562,http://www.questia.com/library/book/physical_properties_of_chemical_compounds_by_robert_rickert_dreisbach.jsp,Dreisbach R. R. Physical Properties of Chemical Compounds; Vol. I; American Chemical Society; Washington; 1955.,2,-43.5,-43,0.5
716,"1,2,4,5-tetrafluorobenzene",c1c(c(cc(c1F)F)F)F,4,21108549,http://www.alfa.com/en/GP100W.pgm?DSSTK=A17815,Alfa Aesar,2,4,4.5,0.5
13996,m-nitroanisole,COc1cccc(c1)[N+]([O-])=O,38,21170967,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,2,38,38.5,0.5
7076,"ethyl 3,4-dimethoxybenzoate",CCOC(=O)c1ccc(c(c1)OC)OC,44,21171999,http://www.alfa.com/en/GP100W.pgm?DSSTK=L02355,Alfa Aesar,2,43.5,44,0.5
15382,"3-Methyl-1,2-dihydrocyclopenta[ij]tetraphene",Cc2ccc3cc1c5ccccc5ccc1c4CCc2c34,179.5,1611,http://msds.chem.ox.ac.uk/,academic website,3,179.5,180,0.5
16936,Amitriptyline,CN(C)CCC=C1c3ccccc3CCc2ccccc12,196.5,2075,http://www.drugbank.ca/drugs/DB00321,DrugBank,3,196,196.5,0.5
17274,busulfan,O=S(C)(=O)OCCCCOS(C)(=O)=O,116,2384,http://dx.doi.org/10.1021/ci700307p,Hughes LD; Palmer DS; Nigsch F and Mitchell JBO. 2008 Why are some properties more difficult to predict than others? A study of QSPR models of solubility; melting point and LogP. J. Chem. Inf. Model. 2008. 48 (1). pp 220?421,3,115.5,116,0.5
15183,"2,5-Dihydrothiophene 1,1-dioxide",O=S1(=O)CC=CC1,64.5,6253,http://msds.chem.ox.ac.uk/,academic website,3,64.5,65,0.5
14465,p-bromoacetophenone,O=C(C)c1ccc(Br)cc1,51,7186,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,50.5,51,0.5
8845,ketobemidone,CCC(=O)C1(CCN(C)CC1)c2cccc(O)c2,156,9697,http://dx.doi.org/10.1021/ci020280x,Bergstrom C. A. S.; Norinder U.; Luthman K.; Artursson P. Molecular Descriptors Influencing Melting Point and Their Role in Classification of Solid Drugs. J. Chem. Inf. Comput. Sci.; (Article); 2003; 43(4); 1177-1291,3,156,156.5,0.5
2907,2-methylbenzimidazole,Cc1[nH]c2ccccc2n1,176,11489,http://www.alfa.com/en/GP100W.pgm?DSSTK=A17290,Alfa Aesar,3,176,176.5,0.5
13757,"1,6-dicyanohexane",N#CCCCCCCC#N,-3,11879,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,-3.5,-3,0.5
14302,o-bromobenzonitrile,N#Cc1ccccc1Br,55,15440,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,55,55.5,0.5
7090,ethyl 3-methyl-2-thionoimidazoline-1-carboxylate,CCOC(=O)n1ccn(c1=S)C,124,28829,http://www.alfa.com/en/GP100W.pgm?DSSTK=L08218,Alfa Aesar,3,123.5,124,0.5
8863,morazone,CC1C(OCCN1Cc3c(C)n(C)n(c2ccccc2)c3=O)c4ccccc4,149,36216,http://dx.doi.org/10.1021/ci020280x,Bergstrom C. A. S.; Norinder U.; Luthman K.; Artursson P. Molecular Descriptors Influencing Melting Point and Their Role in Classification of Solid Drugs. J. Chem. Inf. Comput. Sci.; (Article); 2003; 43(4); 1177-1309,3,149,149.5,0.5
122,1-methylcyclohexanecarboxylic acid,CC1(CCCCC1)C(=O)O,38,63909,http://www.alfa.com/en/GP100W.pgm?DSSTK=B21713,Alfa Aesar,3,37.5,38,0.5
8864,moxaverine,CCc3cc1cc(OC)c(OC)cc1c(Cc2ccccc2)n3,78,64045,http://dx.doi.org/10.1021/ci020280x,Bergstrom C. A. S.; Norinder U.; Luthman K.; Artursson P. Molecular Descriptors Influencing Melting Point and Their Role in Classification of Solid Drugs. J. Chem. Inf. Comput. Sci.; (Article); 2003; 43(4); 1177-1310,3,78,78.5,0.5
13945,p-methoxyacetophenone,COc1ccc(cc1)C(C)=O,38,13835344,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,38,38.5,0.5
16801,Pentobarbital,O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,129.5,4575,http://www.drugbank.ca/drugs/DB00312,DrugBank,4,129.5,130,0.5
15941,N-(Butylcarbamoyl)-4-methylbenzenesulfonamide,Cc1ccc(cc1)S(=O)(=O)NC(=O)NCCCC,128.5,5304,http://msds.chem.ox.ac.uk/,academic website,4,128.5,129,0.5
15014,1-Chloroacetone,CC(=O)CCl,-44.5,6323,http://msds.chem.ox.ac.uk/,academic website,4,-45,-44.5,0.5
16138,Tetradecane,CCCCCCCCCCCCCC,5.5,11883,http://msds.chem.ox.ac.uk/,academic website,4,5.5,6,0.5
15470,4-Hydroxybenzonitrile,N#Cc1ccc(O)cc1,111.5,12478,http://msds.chem.ox.ac.uk/,academic website,4,111.5,112,0.5
28470,Profluralin,CCCN(CC1CC1)C2=C(C=C(C=C2[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],32,30913,http://dx.doi.org/10.1016/j.chemosphere.2013.10.095,Abraham M.H. and Acree Jr. W.E. The solubility of liquid and solid compounds in dry octan-1-ol. Chemosphere (2013),4,32,32.5,0.5
15740,Dimethyl succinate,COC(=O)CCC(=O)OC,19.5,13848341,http://msds.chem.ox.ac.uk/,academic website,4,19,19.5,0.5
8872,oxazepam,OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O,205,4455,http://dx.doi.org/10.1021/ci020280x,Bergstrom C. A. S.; Norinder U.; Luthman K.; Artursson P. Molecular Descriptors Influencing Melting Point and Their Role in Classification of Solid Drugs. J. Chem. Inf. Comput. Sci.; (Article); 2003; 43(4); 1177-1318,5,205,205.5,0.5
27878,Butyl 4-aminobenzoate,CCCCOC(=O)C1=CC=C(C=C1)N,58,2388,http://dx.doi.org/10.1016/j.chemosphere.2013.10.095,Abraham M.H. and Acree Jr. W.E. The solubility of liquid and solid compounds in dry octan-1-ol. Chemosphere (2013),7,57.5,58,0.5
15814,Furan,c1ccco1,-85.6,7738,http://msds.chem.ox.ac.uk/,academic website,3,-85.6,-85,0.6
2972,2-nitrobenzamide,c1ccc(c(c1)C(=O)N)[N+](=O)[O-],176,11178542,http://www.alfa.com/en/GP100W.pgm?DSSTK=A14084,Alfa Aesar,3,176,176.6,0.6
6517,beta-propiolactone,C1COC1=O,-34,2275,http://www.alfa.com/en/GP100W.pgm?DSSTK=B23197,Alfa Aesar,2,-34,-33.4,0.6
8272,phenylhydrazine,c1ccc(cc1)NN,19,7235,http://www.alfa.com/en/GP100W.pgm?DSSTK=A11246,Alfa Aesar,2,19,19.6,0.6
8443,sulfolane,C1CCS(=O)(=O)C1,27,29080,http://www.alfa.com/en/GP100W.pgm?DSSTK=A13466,Alfa Aesar,2,27,27.6,0.6
8682,triphenylsilane,c1ccc(cc1)[SiH](c2ccccc2)c3ccccc3,43,63117,http://www.alfa.com/en/GP100W.pgm?DSSTK=A11605,Alfa Aesar,2,42.4,43,0.6
5565,4-picoline,Cc1ccncc1,3,13874733,http://www.alfa.com/en/GP100W.pgm?DSSTK=A15595,Alfa Aesar,2,3,3.66,0.66
290,1-bromo-3-phenoxypropane,c1ccc(cc1)OCCCBr,10,61797,http://www.alfa.com/en/GP100W.pgm?DSSTK=L12494,Alfa Aesar,2,10,10.7,0.7
5586,4-tert-butylcatechol,CC(C)(C)c1ccc(c(c1)O)O,55,7103,http://www.alfa.com/en/GP100W.pgm?DSSTK=A14599,Alfa Aesar,2,54.3,55,0.7
14519,cyclopentadecane,C1CCCCCCCCCCCCCC1,62,60848,http://www.amazon.com/dp/B002IYRJWI,American Petroleum Institute. Research Project 44; Selected Values of Properties of Hydrocarbons and Related Compounds. Texas A & M University; College Station; TX; 1973.,2,61.3,62,0.7
